prompt,outdir,skip_grid,skip_save,ddim_steps,fixed_code,ddim_eta,n_iter,H,W,C,f,n_samples,n_rows,scale,device,from_file,seed,unet_bs,turbo,precision,format,sampler,ckpt,s_path_file
Stylite,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,750,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Supercilious,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1287,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Superfluous,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1197,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Surreptitious,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1426,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Switcheroo,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1063,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Synchronicity,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1398,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Syzygy,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,671,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Taniwha,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,716,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Tappen,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,616,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Taradiddle,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1006,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Tchotchke,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,925,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Teepee,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,600,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Telekinesis,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1152,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Thingamabob,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1116,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Thingamajig,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1123,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Tidbit,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,608,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Tintinnabulation,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1699,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Toadstool,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,953,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Tomfoolery,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1072,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Topsy-turvy,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1174,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Turducken,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,949,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Typhoon,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,753,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Ulu,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,310,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Umbriferous,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1171,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Umlaut,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,632,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Umpteen,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,734,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Uniped,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,613,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Usurp,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,543,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Uvula,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,525,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Vagabond,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,802,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Vamoose,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,730,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Velleity,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,846,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Verjuice,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,829,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Vertigo,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,736,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Verve,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,520,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Vicinal,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,710,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Virtuoso,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,875,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Vomitous,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,870,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Vuvuzela,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,866,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Wabbit,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,601,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Waitron,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,740,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Wallflower,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1055,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Wayzgoose,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,968,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Wanderlust,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1065,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Whatchamacallit,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1543,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Whirligig,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,934,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Whirlybird,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1056,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Whodunit,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,850,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Widget,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,612,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Wigwam,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,620,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Willy-nilly,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1126,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Windbag,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,700,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Wisecrack,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,924,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Wittol,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,643,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Woebegone,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,923,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Wonky,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,536,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Wowser,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,647,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Woozy,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,552,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Wunderkind,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1051,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Wuthering,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,957,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Xanthic,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,719,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Xenophobic,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1039,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Xyloid,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,633,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Xylophone,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,966,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Ylem,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,407,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
a watermelon in the shape of a dinosaur,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3614,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
a watermelon in the shape of a dinosaur,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3614,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
a watermelon in the shape of a dinosaur,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,3,0,7.5,cuda,,3614,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
a watermelon in the shape of a dinosaur,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,3,0,7.5,cuda,,1234,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
a watermelon in the shape of a dinosaur,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,3,0,7.5,cuda,,1234,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
something funny,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,3,0,7.5,cuda,,1234,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
The grass is always greener on the other side of the fence,./js,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,5362,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Don’t judge a book by its cover,./js,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3253,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Strike while the iron is hot,./js,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2635,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Too many cooks spoil the broth,./js,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2861,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
The grass is always greener on the other side of the fence,./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,5362,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Don’t judge a book by its cover,./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3253,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Strike while the iron is hot,./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2635,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Too many cooks spoil the broth,./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2861,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
You can’t have your cake and eat it too,./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3969,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Many hands make light work,./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2460,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"When in Rome, do as the Romans do",./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2867,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Don’t cross the bridge until you come to it,./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,4437,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Honesty is the best policy,./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2501,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Practice makes perfect,./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2149,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"Where there’s a will, there’s a way",./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,4030,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Look before you leap,./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1895,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Beggars can’t be choosers,./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2793,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Don’t make a mountain out of an anthill,./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,4034,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
An apple a day keeps the doctor away,./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3286,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
The early bird catches the worm,./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2912,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Better late than never,./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2103,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
The cat is out of the bag,./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2189,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Two wrongs don’t make a right,./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3143,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Always put your best foot forward,./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3220,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Rome wasn’t built in a day,./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2801,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
It’s better to be safe than sorry,./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3492,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Don’t bite the hand that feeds you,./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3557,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
The squeaky wheel gets the grease,./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3140,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Don’t bite off more than you can chew,./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3811,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"You made your bed, now you have to lie in it",./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3936,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Actions speak louder than words,./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3018,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
It takes two to tango,./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1963,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Don’t count your chickens before they hatch,./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,4549,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
It’s no use crying over spilled milk,./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3831,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Don’t put all your eggs in one basket,./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3850,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
People in glass houses shouldn’t throw stones,./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,4841,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
A rolling stone gathers no moss,./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2958,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
First things first,./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1789,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Still waters run deep,./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2033,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"If it ain’t* broke, don’t fix it",./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3632,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Curiosity killed the cat,./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2329,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Learn to walk before you run,./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2633,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Money doesn’t grow on trees,./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3023,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
My hands are tied,./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1554,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
It’s the tip of the iceberg,./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2880,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
No news is good news,./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1852,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"Out of sight, out of mind",./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2253,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"If you scratch my back, I’ll scratch yours",./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,4285,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Ignorance is bliss,./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1743,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"Easy come, easy go",./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1610,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
The forbidden fruit is always the sweetest,./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,4058,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Every cloud has a silver lining,./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2933,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
You can’t make an omelet without breaking a few eggs,./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,5265,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Close but no cigar,./create_from_a_s_saying,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1668,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
